Authors	Article Title	Source Title	Author Keywords	Abstract	Journal Abbreviation	Print Year	DOI	Taxon	Order	Genus	Done?	Excluded from data gathering (Introgression line, other misc hit, no quantiative metrics, etc.)	reason for exclusion	Claim introgression happening?	Evidence?	data type	Spot-checked
Graham, CF; Eberts, RL; Goncin, U; Somers, CM	Spontaneous hybridization and introgression between walleye (Sander vitreus) and sauger (Sander canadensis) in two large reservoirs: Insights from genotyping by sequencing	EVOLUTIONARY APPLICATIONS	genotyping by sequencing; hybridization; introgression; sauger; walleye	Anthropogenic activities may facilitate undesirable hybridization and genomic introgression between fish species. Walleye (Sander vitreus) and sauger (Sander canadensis) are economically valuable freshwater species that can spontaneously hybridize in areas of sympatry. Levels of genomic introgression between walleye and sauger may be increased by modifications to waterbodies (e.g., reservoir development) and inadvertent propagation of hybrids in stocking programs. We used genotyping by sequencing (GBS) to examine 217 fish from two large reservoirs with mixed populations of walleye and sauger in Saskatchewan, Canada (Lake Diefenbaker, Tobin Lake). Analyses with 20,038 (r90) and 478 (r100) single nucleotide polymorphisms clearly resolved walleye and sauger, and classified hybrids with high confidence. F-1, F-2, and multigeneration hybrids were detected in Lake Diefenbaker, indicating potentially high levels of genomic introgression. In contrast, only F-1 hybrids were detected in Tobin Lake. Field classification of fish was unreliable; 7% of fish were misidentified based on broad species categories. Important for activities such as brood stock selection, 12 of 173 (7%) fish field identified as pure walleye, and one of 24 (4%) identified as pure sauger were actually hybrids. In addition, two of 15 (13%) field-identified hybrids were actually pure walleye or sauger. We conclude that hybridization and introgression are occurring in Saskatchewan reservoirs and that caution is warranted when using these populations in stocking programs. GBS offers a powerful and flexible tool for examining hybridization without preidentification of informative loci, eliminating some of the key challenges associated with other marker types.	EVOL APPL	2020	10.1111/eva.13174	Fish	Perciformes	Sander	TRUE	TRUE	no stats of interest	TRUE	sequence similairty, simulations, ADMIXTURE, NEWHYBRIDS	GBS	TRUE
Popovic, I; Bierne, N; Gaiti, F; Tanurdzic, M; Riginos, C	Pre-introduction introgression contributes to parallel differentiation and contrasting hybridization outcomes between invasive and native marine mussels	JOURNAL OF EVOLUTIONARY BIOLOGY	genetic differentiation; hybrid zone; introgression; invasive species; Mytilus; parallel evolution	Non-native species experience novel selection pressures in introduced environments and may interbreed with native lineages. Species introductions therefore provide opportunities to investigate repeated patterns of adaptation and introgression across replicated contact zones. Here, we investigate genetic parallelism between multiple introduced populations of the invasive marine mussel, Mytilus galloprovincialis, in the absence (South Africa and California) and presence of hybridization with a native congener (Mytilus planulatus in Batemans Bay and Sydney Harbour, Australia). Repeatability in post-introduction differentiation from native-range populations varied between genetically distinct Atlantic and Mediterranean lineages, with Atlantic-derived introductions displaying high differentiation (maxF(ST) > 0.4) and parallelism at outlier loci. Identification of long noncoding RNA transcripts (lncRNA) additionally allowed us to clarify that parallel responses are largely limited to protein-coding loci, with lncRNAs likely evolving under evolutionary constraints. Comparisons of independent hybrid zones revealed differential introgression most strongly in Batemans Bay, with an excess of M. galloprovincialis ancestry and resistance to introgression at loci differentiating parental lineages (M. planulatus and Atlantic M. galloprovincialis). Additionally, contigs putatively introgressed with divergent alleles from a closely related species, Mytilus edulis, showed stronger introgression asymmetries compared with genome-wide trends and also diverged in parallel in both Atlantic-derived introductions. These results suggest that divergent demographic histories experienced by introduced lineages, including pre-introduction introgression, influence contemporary admixture dynamics. Our findings build on previous investigations reporting contributions of historical introgression to intrinsic reproductive architectures shared between marine lineages and illustrate that interspecific introgression history can shape differentiation between colonizing populations and their hybridization with native congeners.	J EVOLUTION BIOL	2021	10.1111/jeb.13746	Mollusc	Mytilida	Mytilus	TRUE	TRUE	no stats of interest	TRUE	sequence similarity, ADMIXTURE, PCA	Transcriptome	TRUE
Liu, XF; Li, ZH; Yan, YB; Li, Y; Wu, H; Pei, J; Yan, P; Yang, RL; Guo, X; Lan, XY	Selection and introgression facilitated the adaptation of Chinese native endangered cattle in extreme environments	EVOLUTIONARY APPLICATIONS	adaptation; cattle; endangered; extreme environment; introgression; SNPs	Although persistent efforts have identified and characterized a few candidate genes and related biological processes with potential functions in the adaptation of many species to extreme environments, few works have been conducted to determine the genomic basis of adaptation in endangered livestock breeds that have been living in extreme conditions for more than thousands of years. To fill this gap, we sequenced the whole genomes of nine individuals from three Chinese native endangered cattle breeds that are living in high-altitude or arid environments. Phylogenetic and evolutionary history analyses of these three and other six breeds showed that the genetic structure of the cattle populations is primarily related to geographic location. Interestingly, we identified pervasive introgression from the yak to Zhangmu cattle (ZMC) that cover several genes (e.g., NOS2, EGLN1 and EPAS1) involved in the hypoxia response and previously identified as positive selection genes in other species, which suggested that the adaptive introgression from yak may have contributed to the adaptation of ZMC to high-altitude environments. In addition, by contrasting the breeds in opposite living conditions, we revealed a set of candidate genes with various functions from hypoxia response, water metabolism, immune response and body shape change to embryo development and skeletal system development, etc., that may be related to high-altitude or arid adaptation. Our research provides new insights into the recovery and adaptation of endangered native cattle and other species in extreme environments and valuable resources for future research on animal husbandry to cope with climate change.	EVOL APPL	2021	10.1111/eva.13168	Mammals	Artiodactyla	Bos	TRUE	TRUE	did not report f3 values with species name	TRUE	sequence similarity, f3, trees, demographic inference, ADMIXTURE, PCA	WGS	TRUE
Gao, YD; Harris, AJ; Li, HC; Gao, XF	Hybrid Speciation and Introgression Both Underlie the Genetic Structures and Evolutionary Relationships of Three Morphologically Distinct Species of Lilium (Liliaceae) Forming a Hybrid Zone Along an Elevational Gradient	FRONTIERS IN PLANT SCIENCE	divergence with gene flow; introgression; species boundary; Lilium; Hengduan Mountains; Southwestern China; Nomocharis; hybridzation	We studied hybrid interactions of Lilium meleagrinum, Lilium gongshanense, and Lilium saluenense using an integrative approach combining population genetics, fieldwork, and phenological research. These three species occur along an elevational gradient, with L. meleagrinum occurring at lower elevations, L. saluenense at higher elevations, and L. gongshanense between them. The species show strong morphological differentiation despite there being no clear environmental barriers to gene flow among them. Lilium gongshanense is likely to have a hybrid origin based on our prior work, but its progenitors remain uncertain. We sought to determine whether gene flow occurs among these three parapatric species, and, if so, whether L. gongshanense is a hybrid of L. meleagrinum and/or L. saluenense. We analyzed data from multiple chloroplast genes and spacers, nuclear internal transcribed spacer (ITS), and 18 nuclear Expressed Sequence Tag-Simple Sequence Repeat (EST-SSR) microsatellites for accessions of the three species representing dense population-level sampling. We also inferred phenology by examining species in the field and using herbarium specimens. We found that there are only two types of chloroplast genomes shared among the three species and that L. gongshanense forms two distinct groups with closest links to other species of Lilium based on ITS. Taken together, L. gongshanense is unlikely to be a hybrid species resulting from a cross between L. meleagrinum and L. saluenense, but gene flow is occurring among the three species. The gene flow is likely to be rare according to evidence from all molecular datasets, and this is corroborated by detection of only one putative hybrid individual in the field and asynchronous phenology. We suspect that the rarity of hybridization events among the species facilitates their continued genetic separation.	FRONT PLANT SCI	2020	10.3389/fpls.2020.576407	Plants	Liliales	Lilium	TRUE	TRUE	no stats of interest	TRUE	sequence similarity, STRUCTURE, trees, cline analysis, behavioral data	microsatellites	TRUE
Arntzen, JW; Lopez-Delgado, J; van Riemsdijk, I; Wielstra, B	A genomic footprint of a moving hybrid zone in marbled newts	JOURNAL OF ZOOLOGICAL SYSTEMATICS AND EVOLUTIONARY RESEARCH	Amphibia; enclave; hybridization; Iberian Peninsula; introgression; Ion Torrent; species replacement; Triturus marmoratus; Triturus pygmaeus	We developed a panel of 44 nuclear genetic markers and applied this to two hybridizing species of marbled newts in the north (Triturus marmoratus) and the south (Triturus pygmaeus) of the Iberian Peninsula, to investigate pattern and process of interspecific gene flow. The northernmost occurrence of T. pygmaeus genetic material was in a T. marmoratus population north of the Vouga river estuary. This suggested the past presence of a hybrid zone, possibly coinciding with a natural river outlet at ca. 1200 A.D. Since 1808, the species contact may have moved back south to a by then completed, man-made Vouga channel. We also found evidence for a T. marmoratus genomic footprint in T. pygmaeus from the Serra de Sintra, near Lisbon. In combination with a previously reported southern, relic occurrence of T. marmoratus in between both areas, the data point to the superseding with hybridization of T. marmoratus by T. pygmaeus. We estimate that the species hybrid zone has moved along the Atlantic coast over a distance of ca. 215 km.	J ZOOL SYST EVOL RES	2021	10.1111/jzs.12439	Amphibians	Urodela	Triturus	TRUE	TRUE	no stats of interest	TRUE	sequence similarity, PCA	Ampliconseq	TRUE
Linan, AG; Lowry, PP; Miller, AJ; Schatz, GE; Sevathian, JC; Edwards, CE	RAD-sequencing reveals patterns of diversification and hybridization, and the accumulation of reproductive isolation in a clade of partially sympatric, tropical island trees	MOLECULAR ECOLOGY	Diospyros; hybridization; Mascarenes; reproductive isolation; species limits; tropical tree	A common pattern observed in temperate tree clades is that species are often morphologically distinct and partially interfertile but maintain species cohesion despite ongoing hybridization where ranges overlap. Although closely related species commonly occur in sympatry in tropical ecosystems, little is known about patterns of hybridization within a clade over time, and the implications of this hybridization for the maintenance of species boundaries. In this study, we focused on a clade of sympatric trees in the genus Diospyros in the Mascarene islands and investigated whether species are genetically distinct, whether they hybridize, and how patterns of hybridization are related to the time since divergence among species. We sampled multiple populations from each of 12 Mascarene Diospyros species, generated genome-wide single nucleotide polymorphism data using 2bRADseq, and conducted population genomic and phylogenomic analyses. We found that Mascarene Diospyros species diverged millions of years ago and are today largely genetically distinct from one another. Although hybridization was observed between closely related species belonging to the same subclade, more distantly related species showed little evidence of interspecific hybridization. Phylogenomic analyses also suggested that introgression has occurred during the evolutionary history of the clade. This suggests that, as diversification progressed, interspecific hybridization occurred among species, but became infrequent as lineages diverged from one another and evolved reproductive barriers. Species now coexist in partial sympatry, and experience limited hybridization between close relatives. Additional research is needed to better understand the role that introgression may have played in adaptation and diversification of Mascarene Diospyros, and its relevance for conservation.	MOL ECOL	2020	10.1111/mec.15736	Plants	Ericales	Diospyros	TRUE	TRUE	did not report D values only stated significance	TRUE	sequence similarity, trees, STRUCTURE, PCA, Patterson's D	RAD	TRUE
Hippee, AC; Beer, MA; Bagley, RK; Condon, MA; Kitchen, A; Lisowski, EA; Norrbom, AL; Forbes, AA	Host shifting and host sharing in a genus of specialist flies diversifying alongside their sunflower hosts	JOURNAL OF EVOLUTIONARY BIOLOGY	coevolution; Helianthus; hybrid speciation; incomplete lineage sorting; Jerusalem artichoke; Strauzia	Congeneric parasites are unlikely to specialize on the same tissues of the same host species, likely because of strong multifarious selection against niche overlap. Exceptions where >1 congeneric species use the same tissues reveal important insights into ecological factors underlying the origins and maintenance of diversity. Larvae of sunflower maggot flies in the genus Strauzia feed on plants in the family Asteraceae. Although Strauzia tend to be host specialists, some species specialize on the same hosts. To resolve the origins of host sharing among these specialist flies, we used reduced representation genomic sequencing to infer the first multilocus phylogeny of genus Strauzia. Our results show that Helianthus tuberosus and Helianthus grosseserratus each host three different Strauzia species and that the flies co-occurring on a host are not one another's closest relatives. Though this pattern implies that host sharing is most likely the result of host shifts, these may not all be host shifts in the conventional sense of an insect moving onto an entirely new plant. Many hosts of Strauzia belong to a clade of perennial sunflowers that arose 1-2 MYA and are noted for frequent introgression and hybrid speciation events. Our divergence time estimates for all of the Helianthus-associated Strauzia are within this same time window (<1 MYA), suggesting that rapid and recent adaptive introgression and speciation in Helianthus may have instigated the diversification of Strauzia, with some flies converging upon a single plant host after their respective ancestral host plants hybridized to form a new sunflower species.	J EVOLUTION BIOL	2020	10.1111/jeb.13740	Insects	Diptera	Strauzia	TRUE	FALSE		TRUE	trees, sequence similarity, Patterson's D	mtDNA, RAD	TRUE
Walkowiak, S; Gao, LL; Monat, C; Haberer, G; Kassa, MT; Brinton, J; Ramirez-Gonzalez, RH; Kolodziej, MC; Delorean, E; Thambugala, D; Klymiuk, V; Byrns, B; Gundlach, H; Bandi, V; Siri, JN; Nilsen, K; Aquino, C; Himmelbach, A; Copetti, D; Ban, T; Venturini, L; Bevan, M; Clavijo, B; Koo, DH; Ens, J; Wiebe, K; N'Diaye, A; Fritz, AK; Gutwin, C; Fiebig, A; Fosker, C; Fu, BX; Accinelli, GG; Gardner, KA; Fradgley, N; Gutierrez-Gonzalez, J; Halstead-Nussloch, G; Hatakeyama, M; Koh, CS; Deek, J; Costamagna, AC; Fobert, P; Heavens, D; Kanamori, H; Kawaura, K; Kobayashi, F; Krasileva, K; Kuo, T; McKenzie, N; Murata, K; Nabeka, Y; Paape, T; Padmarasu, S; Percival-Alwyn, L; Kagale, S; Scholz, U; Sese, J; Juliana, P; Singh, R; Shimizu-Inatsugi, R; Swarbreck, D; Cockram, J; Budak, H; Tameshige, T; Tanaka, T; Tsuji, H; Wright, J; Wu, JZ; Steuernagel, B; Small, I; Cloutier, S; Keeble-Gagnere, G; Muehlbauer, G; Tibbets, J; Nasuda, S; Melonek, J; Hucl, PJ; Sharpe, AG; Clark, M; Legg, E; Bharti, A; Langridge, P; Hall, A; Uauy, C; Mascher, M; Krattinger, SG; Handa, H; Shimizu, KK; Distelfeld, A; Chalmers, K; Keller, B; Mayer, KFX; Poland, J; Stein, N; McCartney, CA; Spannagl, M; Wicker, T; Pozniak, CJ	Multiple wheat genomes reveal global variation in modern breeding	NATURE		Comparison of multiple genome assemblies from wheat reveals extensive diversity that results from the complex breeding history of wheat and provides a basis for further potential improvements to this important food crop. Advances in genomics have expedited the improvement of several agriculturally important crops but similar efforts in wheat (Triticum spp.) have been more challenging. This is largely owing to the size and complexity of the wheat genome(1), and the lack of genome-assembly data for multiple wheat lines(2,3). Here we generated ten chromosome pseudomolecule and five scaffold assemblies of hexaploid wheat to explore the genomic diversity among wheat lines from global breeding programs. Comparative analysis revealed extensive structural rearrangements, introgressions from wild relatives and differences in gene content resulting from complex breeding histories aimed at improving adaptation to diverse environments, grain yield and quality, and resistance to stresses(4,5). We provide examples outlining the utility of these genomes, including a detailed multi-genome-derived nucleotide-binding leucine-rich repeat protein repertoire involved in disease resistance and the characterization of Sm1(6), a gene associated with insect resistance. These genome assemblies will provide a basis for functional gene discovery and breeding to deliver the next generation of modern wheat cultivars.	NATURE	2020	10.1038/s41586-020-2961-x	Plants	Poales	Triticum	TRUE	TRUE	no stats of interest	TRUE	sequence similarity, phylogentic approaches	WGS	TRUE
Dufresnes, C; Suchan, T; Smirnov, NA; Denoel, M; Rosanov, JM; Litvinchuk, SN	Revisiting a speciation classic: Comparative analyses support sharp but leaky transitions between Bombina toads	JOURNAL OF BIOGEOGRAPHY	cline analyses; hybrid zone; hybridization; introgression; RAD&#8208; sequencing	Aim The amount of gene flow between parapatric species can be greatly variable depending on how species boundaries are maintained in respect to numerous genetic and ecological factors that affect the strength of reproductive isolation. We quantified this variability to understand its effect on the genetic integrity of a well-studied pair of hybridizing amphibians. Location Central and Eastern Europe. Taxa The fire- and yellow-bellied toads Bombina bombina and B. variegata. Methods We first complemented the mitochondrial phylogeography of European Bombina by barcoding additional populations and built MaxEnt species distribution models to identify the routes of post-glacial colonization that led to hybrid zone formation. Second, we targeted the areas of parapatry in Poland and Ukraine to assess nuclear admixture by population genetics (PCA, Bayesian clustering) of allozyme and genomic markers (RAD-seq). Third, we harvested the rich Bombina literature to thoroughly compare the extent of geographical introgression across 11 transitions altogether, using cline analyses when possible. Results We found sharp (2-11 km wide) but leaky transitions (geographically extensive traces of introgression) in all parapatric areas, either measured from a few allozymes or thousands of species-diagnostic SNPs, and irrespective of the intraspecific lineages involved or the relative ages since first contact. Main conclusion Bombina species are permeable to gene flow despite selection against hybrids that retards but cannot ultimately prevent putatively neutral introgression into the parental gene pools. Although local hybrid swarms face genetic assimilation, the species' integrities remain intact due to their large geographical ranges and ecological differentiation that enforces tight boundaries regardless of the biogeographical attributes of the contacts. Opposing the great variability of introgression patterns found between cryptic species, these results support that gene flow should not be viewed as a force of despeciation when reproductive isolation involves multiple intrinsic and extrinsic barriers.	J BIOGEOGR	2020	10.1111/jbi.14018	Amphibians	Anura	Bombina	TRUE	TRUE	no stats of interest	TRUE	sequence similarity, cline analysis	allozyme, RAD	TRUE
Gwee, CY; Lee, QL; Mahood, SP; Manh, HL; Tizard, R; Eiamampai, K; Round, PD; Rheindt, FE	The interplay of colour and bioacoustic traits in the differentiation of a Southeast Asian songbird complex	MOLECULAR ECOLOGY	cryptic plumage; genomic landscape; limestone wren&#8208; babbler; passerine; vocalization	Morphological traits have served generations of biologists as a taxonomic indicator, and have been the main basis for defining and classifying species diversity for centuries. A quantitative integration of behavioural characters, such as vocalizations, in studies on biotic differentiation has arisen more recently, and the relative importance of these different traits in the diversification process remains poorly understood. To provide a framework within which to interpret the evolutionary interplay between morphological and behavioural traits, we generated a draft genome of a cryptic Southeast Asian songbird, the limestone wren-babbler Napothera crispifrons. We resequenced whole genomes of multiple individuals of all three traditional subspecies and of a distinct leucistic population. We demonstrate strong genomic and mitochondrial divergence among all three taxa, pointing to the existence of three species-level lineages. Despite its great phenotypic distinctness, the leucistic population was characterized by shallow genomic differentiation from its neighbour, with only a few localized regions emerging as highly diverged. Quantitative bioacoustic analysis across multiple traits revealed deep differences especially between the two taxa characterized by limited plumage differentiation. Our study demonstrates that differentiation in these furtive songbirds has resulted in a complex mosaic of colour-based and bioacoustic differences among populations. Extreme colour differences can be anchored in few genomic loci and may therefore arise and subside rapidly.	MOL ECOL	2020	10.1111/mec.15718	Birds	Passeriformes	Napothera	TRUE	FALSE		TRUE	sequnce similairty, phylogentic approaches, D, bioaucostics	WGS	TRUE
