Authors	Title	Journal	Abstract	Print Year	DOI	Taxon	Order	Genus (or number of)	Done?	Excluded from data gathering (Introgression line, other misc hit, no quantiative metrics, etc.)	reason for exclusion	Claim introgression happening?	Evidence?	Data type (amplicon, microsat, sanger, WGS, RAD, transcriptome, exome)	Spot-checked
Ley, A. C.; Hardy, O. J.	Contrasting patterns of gene flow between sister plant species in the understorey of African moist forests - The case of sympatric and parapatric Marantaceae species	MOLECULAR PHYLOGENETICS AND EVOLUTION	Gene flow within and between species is a fundamental process shaping the evolutionary history of taxa. However, the extent of hybridization and reinforcement is little documented in the tropics. Here we explore the pattern of gene flow between three sister species from the herbaceous genus Marantochloa (Marantaceae), sympatrically distributed in the understorey of the African rainforest, using data from the chloroplast and nuclear genomes (DNA sequences and AFLP). We found highly contrasting patterns: while there was no evidence of gene flow between M. congensis and M. monophylla, species identity between M. monophylla and M. incertifolia was maintained despite considerable gene flow. We hypothesize that M. incertzfolia originated from an ancient hybridization event between M. congensis and M. monophylla, considering the current absence of hybridization between the two assumed parent species, the rare presence of shared haplotypes between all three species and the high percentage of haplotypes shared by M. incertifolia with each of the two parent species. This example is contrasted with two parapatrically distributed species from the same family in the genus Haumania forming a hybrid zone restricted to the area of overlap. This work illustrates the diversity of speciation/introgression patterns that can potentially occur in the flora of tropical Africa. (C) 2014 Elsevier Inc. All rights reserved.	2014	10.1016/j.ympev.2014.04.026	Plants	Zingiberales	Marantochloa	TRUE	TRUE	no stats of interest	TRUE	STRUCTURE, sequence similarity, trees	Sanger, AFLP	TRUE
Wang, N; Borrell, JS; Bodles, WJA; Kuttapitiya, A; Nichols, RA; Buggs, RJA	Molecular footprints of the Holocene retreat of dwarf birch in Britain	MOLECULAR ECOLOGY	NA	2014	10.1111/mec.12768	Plants	Fagales	Betula	TRUE	TRUE	no stats of interest	TRUE	STRUCTURE	microsattelite	TRUE
Lindtke, Dorothea; Buerkle, C. A.; Barbara, Thelma; Heinze, Berthold; Castiglione, Stefano; Bartha, Denes; Lexer, Christian	Recombinant hybrids retain heterozygosity at many loci: new insights into the genomics of reproductive isolation in Populus	MOLECULAR ECOLOGY	The maintenance of species barriers in the face of gene flow is often thought to result from strong selection against intermediate genotypes, thereby preserving genetic differentiation. Most speciation genomic studies thus aim to identify exceptionally divergent loci between populations, but divergence will be affected by many processes other than reproductive isolation (RI) and speciation. Through genomic studies of recombinant hybrids sampled in the wild, genetic variation associated with RI can be observed in situ, because selection against incompatible genotypes will leave detectable patterns of variation in the hybrid genomes. To better understand the mechanisms directly involved in RI, we investigated three natural replicate hybrid zones between two divergent Populus species via locus-specific patterns of ancestry across recombinant hybrid genomes. As expected, genomic patterns in hybrids and their parental species were consistent with the presence of underdominant selection at several genomic regions. Surprisingly, many loci displayed greatly increased between-species heterozygosity in recombinant hybrids despite striking genetic differentiation between the parental genomes, the opposite of what would be expected with selection against intermediate genotypes. Only a limited, reproducible set of genotypic combinations was present in hybrid genomes across localities. In the absence of clearly delimited hybrid habitats, our results suggest that complex epistatic interactions within genomes play an important role in advanced stages of RI between these ecologically divergent forest trees. This calls for more genomic studies that test for unusual patterns of genomic ancestry in hybridizing species.	2012	10.1111/j.1365-294X.2012.05744.x	Plants	Malpighiales	Populus	TRUE	TRUE	no stats of interest	TRUE	STRUCTURE, sequence similarity	microsattelite (77 loci)	TRUE
Goemoery, D.; Paule, L.; Krajmerova, D.; Romsakova, I.; Piecka, J.	Gene exchange across a postglacial contact zone in Fraxinus excelsior L.	SILVAE GENETICA	Hybridization between divergent lineages of common ash Fraxinus excelsior L. was studied in Slovakia and adjacent regions of Hungary, the Czech Republic and Poland in the contact zone between two postglacial colonization routes originating from different glacial refugia. Thirty-eight common ash populations were studied using a combination of 6 maternally inherited chloroplast microsatellite markers and 7 biparentally inherited nuclear microsatellites (nSSR). Two predominant chloroplast lineages were identified, between which the boundary was very sharp. Populations containing a mixture of different haplotypes were found only in the immediate proximity of the boundary. Bayesian analysis of population structure based on nSSR loci revealed the existence of two clusters, which largely coincided with chloroplast lineages. Both haplotype frequencies and proportions of clusters identified by the Bayesian analysis exhibited a clinal transition over the hybrid zone, with cline widths of 36 km for chloroplast haplotype frequencies (reflecting gene flow by seeds) and 275 km for Bayesian clusters based on nSSR (reflecting gene flow by pollen and seeds). Chloroplast haplotype diversity increased along the boundary between lineages not only because of admixture, but also due to the presence of rare haplotypes. In contrast, diversity at nuclear loci did not exhibit any geographical trend.	2012	10.1515/sg-2012-0003	Plants	Lamiales	Fraxinus	TRUE	TRUE	no stats of interest	TRUE	STRUCTURE, clines	microsattelite (17 loci)	TRUE
Jiang, Shuang; Zheng, Xiaoyan; Yu, Peiyuan; Yue, Xiaoyan; Ahmed, Maqsood; Cai, Danying; Teng, Yuanwen	Primitive Genepools of Asian Pears and Their Complex Hybrid Origins Inferred from Fluorescent Sequence-Specific Amplification Polymorphism (SSAP) Markers Based on LTR Retrotransposons	PLOS ONE	Recent evidence indicated that interspecific hybridization was the major mode of evolution in Pyrus. The genetic relationships and origins of the Asian pear are still unclear because of frequent hybrid events, fast radial evolution, and lack of informative data. Here, we developed fluorescent sequence-specific amplification polymorphism (SSAP) markers with lots of informative sites and high polymorphism to analyze the population structure among 93 pear accessions, including nearly all species native to Asia. Results of a population structure analysis indicated that nearly all Asian pear species experienced hybridization, and originated from five primitive genepools. Four genepools corresponded to four primary Asian species: P. betulaefolia, P. pashia, P. pyrifolia, and P. ussuriensis. However, cultivars of P. ussuriensis were not monophyletic and introgression occurred from P. pyrifolia. The specific genepool detected in putative hybrids between occidental and oriental pears might be from occidental pears. The remaining species, including P. calleryana, P. xerophila, P. sinkiangensis, P. phaeocarpa, P. hondoensis, and P. hopeiensis in Asia, were inferred to be of hybrid origins and their possible genepools were identified. This study will be of great help for understanding the origin and evolution of Asian pears.	2016	10.1371/journal.pone.0149192	Plants	Rosales	Pyrus	TRUE	TRUE	no stats of interest	TRUE	STRUCTURE, trees	SSAP	TRUE
Cavallari, Marcelo Mattos; Gimenes, Marcos Aparecido; Billot, Claire; Torres, Roseli Buzanelli; Zucchi, Maria Imaculada; Cavalheiro, Alberto Jose; Bouvet, Jean-Marc	Population genetic relationships between Casearia sylvestris (Salicaceae) varieties occurring sympatrically and allopatrically in different ecosystems in south-east Brazil	ANNALS OF BOTANY	Species delimitation can be problematic, and recently diverged taxa are sometimes viewed as the extremes of a species' continuum in response to environmental conditions. Using population genetic approaches, this study assessed the relationship between two Casearia sylvestris (Salicaceae) varieties, which occur sympatrically and allopatrically in the landscape of south-east Brazil, where intermediate types are also found. In total, 376 individuals from nine populations in four different ecosystems were sampled, and nine microsatellite markers were used to assess the relative effects of the ecosystems and varieties on the distribution of genetic diversity among populations of this species. As a by-product of this study, several PCR products with more than two alleles were observed. The possibility that extra bands represent non-specific amplification or PCR artefacts was discarded by sequencing a sample of these bands. We suggest that (partial) genome duplication in C. sylvestris most probably explains this phenomenon, which may be a key factor in the differentiation of the two taxa, as it was markedly more frequent in one of the varieties. AMOVA indicated that approx. 22 % of the total genetic diversity was found between the two varieties. Bayesian analysis identified varieties and ecosystems as evolutionary units, rather than the individual populations sampled. The results are in agreement with field observations and support the recognition of two varieties, as well as documenting the occurrence of hybridization between them.	2010	10.1093/aob/mcq151	Plants	Malpighiales	Casearia	TRUE	TRUE	no stats of interest	TRUE	STRUCTURE, sequence similarity	microsattelites (10), Sanger (1 gene)	TRUE
De La Torre, Amanda R.; Roberts, David R.; Aitken, Sally N.	Genome-wide admixture and ecological niche modelling reveal the maintenance of species boundaries despite long history of interspecific gene flow	MOLECULAR ECOLOGY	The maintenance of species boundaries despite interspecific gene flow has been a continuous source of interest in evolutionary biology. Many hybridizing species have porous genomes with regions impermeable to introgression, conferring reproductive barriers between species. We used ecological niche modelling to study the glacial and postglacial recolonization patterns between the widely hybridizing spruce species Picea glauca and P.engelmannii in western North America. Genome-wide estimates of admixture based on a panel of 311 candidate gene single nucleotide polymorphisms (SNP) from 290 genes were used to assess levels of admixture and introgression and to identify loci putatively involved in adaptive differences or reproductive barriers between species. Our palaeoclimatic modelling suggests that these two closely related species have a long history of hybridization and introgression, dating to at least 21000years ago, yet species integrity is maintained by a combination of strong environmental selection and reduced current interspecific gene flow. Twenty loci showed evidence of divergent selection, including six loci that were both F-st outliers and associated with climatic gradients, and fourteen loci that were either outliers or showed associations with climate. These included genes responsible for carbohydrate metabolism, signal transduction and transcription factors.	2014	10.1111/mec.12710	Plants	Pinales	Picea	TRUE	TRUE	no stats of interest	TRUE	STRUCTURE, PCA	microarray	TRUE
Bitocchi, Elena; Bellucci, Elisa; Rau, Domenico; Albertini, Emidio; Rodriguez, Monica; Veronesi, Fabio; Attene, Giovanna; Nanni, Laura	European Flint Landraces Grown In Situ Reveal Adaptive Introgression from Modern Maize	PLOS ONE	We have investigated the role of selection in the determination of the detected levels of introgression from modern maize hybrid varieties into maize landraces still cultivated in situ in Italy. We exploited the availability of a historical collection of landraces undertaken before the introduction and widespread use of modern maize, to analyse genomic changes that have occurred in these maize landraces over 50 years of co-existence with hybrid varieties. We have combined a previously published SSR dataset (n=21) with an AFLP loci dataset (n=168) to provide higher resolution power and to obtain a more detailed picture. We show that selection pressures for adaptation have favoured new alleles introduced by migration from hybrids. This shows the potential for analysis of historical introgression even over this short period of 50 years, for an understanding of the evolution of the genome and for the identification of its functionally important regions. Moreover, this demonstrates that landraces grown in situ represent almost unique populations for use for such studies when the focus is on the domesticated plant. This is due to their adaptation, which has arisen from their dynamic evolution under a continuously changing agro-ecological environment, and their capture of new alleles from hybridisation. We have also identified loci for which selection has inhibited introgression from modern germplasm and has enhanced the distinction between landraces and modern maize. These loci indicate that selection acted in the past, during the formation of the flint and dent gene pools. In particular, the locus showing the strongest signals of selection is a Misfit transposable element. Finally, molecular characterisation of the same samples with two different molecular markers has allowed us to compare their performances. Although the genetic-diversity and population-structure analyses provide the same global qualitative pattern, which thus provides the same inferences, there are differences related to their natures and characteristics.	2015	10.1371/journal.pone.0121381	Plants	Poales	Zea	TRUE	TRUE	no stats of interest	TRUE	STRUCTURE	AFLP, microsattelites	TRUE
Marques, I.; Draper, D.; Lopez-Herranz, M. L.; Garnatje, T.; Segarra-Moragues, J. G.; Catalan, P.	Past climate changes facilitated homoploid speciation in three mountain spiny fescues (Festuca, Poaceae)	SCIENTIFIC REPORTS	Apart from the overwhelming cases of allopolyploidization, the impact of speciation through homoploid hybridization is becoming more relevant than previously thought. Much less is known, however, about the impact of climate changes as a driven factor of speciation. To investigate these issues, we selected Festuca picoeuropeana, an hypothetical natural hybrid between the diploid species F. eskia and F. gautieri that occurs in two different mountain ranges (Cantabrian Mountains and Pyrenees) separated by more than 400 km. To unravel the outcomes of this mode of speciation and the impact of climate during speciation we used a multidisciplinary approach combining genome size and chromosome counts, data from an extensive nuclear genotypic analysis, plastid sequences and ecological niche models (ENM). Our results show that the same homoploid hybrid was originated independently in the two mountain ranges, being currently isolated from both parents and producing viable seeds. Parental species had the opportunity to contact as early as 21000 years ago although niche divergence occurs nowadays as result of a climate-driven shift. A high degree of niche divergence was observed between the hybrid and its parents and no recent introgression or backcrossed hybrids were detected, supporting the current presence of reproductive isolation barriers between these species.	2016	10.1038/srep36283	Plants	Poales	Festuca	TRUE	TRUE	no stats of interest	TRUE	STRUCTURE, NEWHYBRIDS, sequence similarity	microsattelites (10)	TRUE
Nielsen, Lene Rostgaard; Brandes, Ursula; Kjaer, Erik Dahl; Fjellheim, Siri	Introduced Scotch broom (Cytisus scoparius) invades the genome of native populations in vulnerable heathland habitats	MOLECULAR ECOLOGY	Cytisus scoparius is a global invasive species that affects local flora and fauna at the intercontinental level. Its natural distribution spans across Europe, but seeds have also been moved among countries, mixing plants of native and non-native genetic origins. Hybridization between the introduced and native gene pool is likely to threaten both the native gene pool and the local flora. In this study, we address the potential threat of invasive C. scoparius to local gene pools in vulnerable heathlands. We used nuclear single nucleotide polymorphic (SNP) and simple sequence repeat (SSR) markers together with plastid SSR and indel markers to investigate the level and direction of gene flow between invasive and native heathland C. scoparius. Analyses of population structures confirmed the presence of two gene pools: one native and the other invasive. The nuclear genome of the native types was highly introgressed with the invasive genome, and we observed advanced-generation hybrids, suggesting that hybridization has been occurring for several generations. There is asymmetrical gene flow from the invasive to the native gene pool, which can be attributed to higher fecundity in the invasive individuals, measured by the number of flowers and seed pods. Strong spatial genetic structure in plastid markers and weaker structure in nuclear markers suggest that seeds spread over relatively short distances and that gene flow over longer distances is mainly facilitated by pollen dispersal. We further show that the growth habits of heathland plants become more vigorous with increased introgression from the invaders. Implications of the findings are discussed in relation to future management of invading C. scoparius.	2016	10.1111/mec.13666	Plants	Fabales	Cytisus	TRUE	TRUE	no stats of interest	TRUE	STRUCTURE, NEWHYBRIDS, sequence similarity	RAD, microsattelites, Sanger	TRUE
Zhou, Xincheng; Yang, Xinming; Li, Xiuquan; Li, Lihui	Genome origins in Leymus (Poaceae: Triticeae): evidence of maternal and paternal progenitors and implications for reticulate evolution	PLANT SYSTEMATICS AND EVOLUTION	The polyploid Leymus species have the Ns nuclear genomes evolved from Psathyrostachys and the Xm nuclear genomes from unknown origins. Currently, little is known about the cytoplasmic genomes of Leymus, and the species of Psathyrostachys that transferred the Ns genome to Leymus remain elusive. To determine the origins of the plastid and nuclear genome for Leymus species, sequences of two chloroplast genes, rpoA and rbcL, and partial sequences of the nuclear gene DMC1 of 15 Leymus species were phylogenetically analyzed with those of 71 accessions belonging to 19 monogenomic genera in Triticeae. Both rpoA and rbcL sequences revealed that Psathyrostachys juncea, P. lanuginosa, and P. stoloniformis had close phylogenetic relationships with the Eurasian and one North American Leymus accessions, L. cinereus. Three American Leymus species, L. erianthus, L. triticoides, and L. innovatus had different maternal origins from Eurasian Leymus species. DMC1 sequences of Leymus were grouped into several phylogenetically distant clades indicating that either Ns or Xm originated from different lineages. These results suggest multiple contributions to the chloroplast as well as nuclear genomes in Leymus species. The comprehensive data indicate reticulate evolution in polyploid Leymus.	2010	10.1007/s00606-010-0341-y	Plants	Poales	Leymus	TRUE	TRUE	no stats of interest	TRUE	STRUCTURE, trees	Sanger (3 genes)	TRUE
Ricca, M.; Szoevenyi, P.; Temsch, E. M.; Johnson, M. G.; Shaw, A. J.	Interploidal hybridization and mating patterns in the Sphagnum subsecundum complex	MOLECULAR ECOLOGY	Polyploidization is thought to result in instant sympatric speciation, but several cases of hybrid zones between one of the parental species and its polyploid derivative have been documented. Previous work showed that diploid Sphagnum lescurii is an allopolyploid derived from the haploids S. lescurii (maternal progenitor) and S. subsecundum (paternal progenitor). Here, we report the results from analyses of a population where allodiploid and haploid S. lescurii co-occur and produce sporophytes. We tested (i) whether haploids and diploids form hybrid triploid sporophytes; (ii) how hybrid and nonhybrid sporophytes compare in fitness; (iii) whether hybrid sporophytes form viable spores; (iv) the ploidy of any viable gametophyte offspring from hybrid sporophytes; (v) the relative viability of sporelings derived from hybrid and nonhybrid sporophytes; and (vi) if interploidal hybridization results in introgression between the allopolyploid and its haploid progenitor. We found that triploid hybrid sporophytes do occur and are larger than nonhybrid sporophytes, but exhibit very low germination percentages and produce sporelings that develop more slowly than those from nonhybrid sporophytes. All sporophytes attached to haploid gametophytes were triploid and were sired by diploid males, but all sporophytes attached to diploid gametophytes were tetraploid. This asymmetric pattern of interploidal hybridization is related to an absence of haploid male gametophytes in the population. Surprisingly, all sporelings from triploid sporophytes were triploid, yet were genetically variable, suggesting some form of aberrant meiosis that warrants further study. There was limited (but some) evidence of introgression between allodiploid and haploid S. lescurii.	2011	10.1111/j.1365-294X.2011.05170.x	Plants	Sphagnales	Sphagnum	TRUE	TRUE	no stats of interest	TRUE	STRUCTURE, sequence similarity	microsattelites (18)	TRUE
Kumar, Satish; Kirk, Chris; Deng, Cecilia; Wiedow, Claudia; Knaebel, Mareike; Brewer, Lester	Genotyping-by-sequencing of pear (Pyrus spp.) accessions unravels novel patterns of genetic diversity and selection footprints	HORTICULTURE RESEARCH	Understanding of genetic diversity and marker-trait relationships in pears (Pyrus spp.) forms an important part of gene conservation and cultivar breeding. Accessions of Asian and European pear species, and interspecific hybrids were planted in a common garden experiment. Genotyping-by-sequencing (GBS) was used to genotype 214 accessions, which were also phenotyped for fruit quality traits. A combination of selection scans and association analyses were used to identify signatures of selection. Patterns of genetic diversity, population structure and introgression were also investigated. About 15 000 high-quality SNP markers were identified from the GBS data, of which 25% and 11% harboured private alleles for European and Asian species, respectively. Bayesian clustering analysis suggested negligible gene flow, resulting in highly significant population differentiation (F-st = 0.45) between Asian and European pears. Interspecific hybrids displayed an average of 55% and 45% introgression from their Asian and European ancestors, respectively. Phenotypic (firmness, acidity, shape and so on) variation between accessions was significantly associated with genetic differentiation. Allele frequencies at large-effect SNP loci were significantly different between genetic groups, suggesting footprints of directional selection. Selection scan analyses identified over 20 outlier SNP loci with substantial statistical support, likely to be subject to directional selection or closely linked to loci under selection	2017	10.1038/hortres.2017.15	Plants	Rosales	Pyrus	TRUE	TRUE	no stats of interest	TRUE	STRUCTURE, sequence similarity	GBS	TRUE
Kane, Nolan C.; King, Matthew G.; Barker, Michael S.; Raduski, Andrew; Karrenberg, Sophie; Yatabe, Yoko; Knapp, Steven J.; Rieseberg, Loren H.	COMPARATIVE GENOMIC AND POPULATION GENETIC ANALYSES INDICATE HIGHLY POROUS GENOMES AND HIGH LEVELS OF GENE FLOW BETWEEN DIVERGENT HELIANTHUS SPECIES	EVOLUTION	While speciation can be found in the presence of gene flow, it is not clear what impact this gene flow has on genome- and range-wide patterns of differentiation. Here we examine gene flow across the entire range of the common sunflower, H. annuus, its historically allopatric sister species H. argophyllus and a more distantly related, sympatric relative H. petiolaris. Analysis of genotypes at 26 microsatellite loci in 1015 individuals from across the range of the three species showed substantial introgression between geographically proximal populations of H. annuus and H. petiolaris, limited introgression between H. annuus and H. argophyllus, and essentially no gene flow between the allopatric pair, H. argophyllus and H. petiolaris. Analysis of sequence divergence levels among the three species in 1420 orthologs identified from EST databases identified a subset of loci showing extremely low divergence between H. annuus and H. petiolaris and extremely high divergence between the sister species H. annuus and H. argophyllus, consistent with introgression between H. annuus and H. petiolaris at these loci. Thus, at many loci, the allopatric sister species are more genetically divergent than the more distantly related sympatric species, which have exchanged genes across much of the genome while remaining morphologically and ecologically distinct.	2009	10.1111/j.1558-5646.2009.00703.x	Plants	Asterales	Helianthus	TRUE	TRUE	no stats of interest	TRUE	STRUCTURE, sequence similarity, demogrpahy	microsattelites (26)	TRUE
Salamone, Isabella; Govindarajulu, Rajanikanth; Falk, Stacey; Parks, Matthew; Liston, Aaron; Ashman, Tia-Lynn	BIOCLIMATIC, ECOLOGICAL, AND PHENOTYPIC INTERMEDIACY AND HIGH GENETIC ADMIXTURE IN A NATURAL HYBRID OF OCTOPLOID STRAWBERRIES	AMERICAN JOURNAL OF BOTANY	Premise of the Study: Hybrid zones provide "natural laboratories" for understanding the processes of selection, reinforcement, and speciation. We sought to gain insight into the degree of introgression and the extent of ecological-phenotypic intermediacy in the natural hybrid strawberry, Fragaria x ananassa subsp. cuneifolia. Methods: We used whole-plastome sequencing to identify parental species-specific (Fragaria chiloensis and F. virginiana) chloroplast single-nucleotide polymorphisms and combined the use of these with nuclear microsatellite markers to genetically characterize the hybrid zone. We assessed the potential role of selection in the observed geographic patterns by bioclimatically characterizing the niche of the hybrid populations and phenotypically characterizing hybrid individuals of known genomic constitution. Key Results: Significant admixture and little overall maternal bias in chloroplast or nuclear genomes suggest a high degree of interfertility among the parental and hybrid species and point to a long history of backcrossing and genetic mixing in the hybrid zone. Even though hybrids were phenotypically intermediate to the parental species, there was a discernible fingerprint of the parental genotype within hybrid individuals. Thus, although the pattern of introgression observed suggests geographic limitations to gene flow, it may be reinforced by selection for specific parental traits in the bioclimatically intermediate habitat occupied by the hybrid. Conclusions: This work uncovered the genetic complexity underlying the hybrid zone of the wild relatives of the cultivated strawberry. It lays the foundation for experimental dissection of the causes of genomic introgression and nuclear-cytoplasmic disassociation, and for understanding other parts of Fragaria evolutionary history.	2013	10.3732/ajb.1200624	Plants	Rosales	Fragaria	TRUE	TRUE	no stats of interest	TRUE	STRUCTURE	Sanger, microsattelites (10)	TRUE
Scascitelli, M.; Whitney, K. D.; Randell, R. A.; King, Matthew; Buerkle, C. A.; Rieseberg, L. H.	Genome scan of hybridizing sunflowers from Texas (Helianthus annuus and H. debilis) reveals asymmetric patterns of introgression and small islands of genomic differentiation	MOLECULAR ECOLOGY	Although the sexual transfer of genetic material between species (i.e. introgression) has been documented in many groups of plants and animals, genome-wide patterns of introgression are poorly understood. Is most of the genome permeable to interspecific gene flow, or is introgression typically restricted to a handful of genomic regions? Here, we assess the genomic extent and direction of introgression between three sunflowers from the south-central USA: the common sunflower, Helianthus annuus ssp. annuus; a near-endemic to Texas, Helianthus debilis ssp. cucumerifolius; and their putative hybrid derivative, thought to have recently colonized Texas, H. annuus ssp. texanus. Analyses of variation at 88 genetically mapped microsatellite loci revealed that long-term migration rates were high, genome-wide and asymmetric, with higher migration rates from H. annuus texanus into the two parental taxa than vice versa. These results imply a longer history of intermittent contact between H. debilis and H. annuus than previously believed, and that H. annuus texanus may serve as a bridge for the transfer of alleles between its parental taxa. They also contradict recent theory suggesting that introgression should predominantly be in the direction of the colonizing species. As in previous studies of hybridizing sunflower species, regions of genetic differentiation appear small, whether estimated in terms of FST or unidirectional migration rates. Estimates of recent immigration and admixture were inconsistent, depending on the type of analysis. At the individual locus level, one marker showed striking asymmetry in migration rates, a pattern consistent with tight linkage to a Bateson-Dobzhansky-Muller incompatibility.	2010	10.1111/j.1365-294X.2009.04504.x	Plants	Asterales	Helianthus	TRUE	TRUE	no stats of interest	TRUE	STRUCTURE, demography	microsattelites	TRUE
Sherman, Natasha A.; Burke, John M.	Population genetic analysis reveals a homoploid hybrid origin of Stephanomeria diegensis (Asteraceae)	MOLECULAR ECOLOGY	Homoploid hybrid speciation has generally been viewed as a rare evolutionary phenomenon, with relatively few well-documented cases in nature. Here, we investigate the origin of Stephanomeria diegensis, a diploid flowering plant species that has been proposed to have arisen as a result of hybridization between S. exigua and S. virgata. Across the range of S. diegensis, all individuals share a common chloroplast haplotype with S. virgata while showing a greater affinity for S. exigua in terms of nuclear genetic diversity. A prinicipal coordinates analysis (PCO) based on the nuclear data revealed that S. diegensis is most similar to each parent along different axes. Moreover, a Bayesian clustering analysis as well as a hybrid index-based analysis showed evidence of mixed ancestry, with approximately two thirds of the S. diegensis nuclear genome derived from S. exigua. These results provide strong support for a homoploid hybrid origin of S. diegensis. Finally, contrary to the finding that homoploid hybrid species are typically multiply-derived, our results were most consistent with a single origin of this species.	2009	10.1111/j.1365-294X.2009.04349.x	Plants	Asterales	Stephanomeria	TRUE	TRUE	no stats of interest	TRUE	STRUCTURE	Sanger (7), SSR	TRUE
Zitari, A.; Scopece, G.; Helal, A. N.; Widmer, A.; Cozzolino, S.	Is floral divergence sufficient to maintain species boundaries upon secondary contact in Mediterranean food-deceptive orchids?	HEREDITY	Analyzing the processes that determine whether species boundaries are maintained on secondary contact may shed light on the early phase of speciation. In Anacamptis mono and Anacamptis longicornu, two Mediterranean orchid sister-species, we used molecular and morphological analyses, together with estimates of pollination success and experimental crosses, to assess whether floral isolation can shelter the species' genomes from genetic: admixture on secondary contact. We found substantial genetic and morphological homogenization in sympatric populations in combination with an apparent lack of postmating isolation. We further detected asymmetric introgression in the sympatric populations and an imbalance in cytotype representation, which may be clue either to a difference in flowering phenology or else be a consequence of cytonuclear incompatibilities. Estimates of genetic clines for markers across sympatric zones revealed markers that significantly deviated from neutral expectations. We observed a significant correlation between spur length and reproductive success in sympatric populations, which may suggest that directional selection is the main cause of morphological differentiation in this species pair. Our results suggest that allopatric divergence has not led to the evolution of sufficient reproductive isolation to prevent genomic admixture on secondary contact in this orchid species pair. Heredity (2012) 108, 219-228; doi:10.1038/hdy.2011.61; published online 27 July 2011	2012	10.1038/hdy.2011.61	Plants	Asparagales	Anacamptis	TRUE	TRUE	no stats of interest	TRUE	STRUCTURE	AFLP	TRUE
Hamilton, Jill A.; Lexer, Christian; Aitken, Sally N.	Genomic and phenotypic architecture of a spruce hybrid zone (Picea sitchensis P. glauca)	MOLECULAR ECOLOGY	Interspecific hybridization may enhance the capacity of populations to adapt to changing environments, and has practical implications for reforestation. We use genome-wide estimates of admixture and phenotypic traits for trees in a common garden to examine the extent and direction of gene flow across a Picea hybrid zone, testing assumptions of the bounded hybrid superiority and tension zone models of hybrid zone maintenance. Seeds were collected from the ecological transition zone spanning from maritime to continental climates across the Picea sitchensisP. glauca contact zone, and 721 trees were planted in a common garden experiment within the hybrid zone. Individuals were genotyped using a panel of 384 candidate-gene single nucleotide polymorphisms (SNPs) putatively associated with adaptive traits in Picea, and phenotyped at age ten for height and autumn cold hardiness. Low interspecific heterozygosity in hybrids indicated that intrinsic reproductive barriers were too weak to prevent widespread recombination, although introgression appeared asymmetric with P. sitchensis dominating the zone. Whereas marker-based hybrid index was strongly correlated with climate and geography, phenotypic traits exhibited weak or no significant clines. Our results indicated that exogenous selection appeared to play a strong role in the distribution and structure of this hybrid zone, indicative of an environmentally determined bounded hybrid superiority model of hybrid zone maintenance, although endogenous mechanisms could not be ruled out. This study provides insight into the mechanisms underlying adaptation across ecologically transitional hybrid zones that will ultimately provide an additional tool in managing these economically important tree species.	2013	10.1111/mec.12007	Plants	Pinales	Picea	TRUE	TRUE	no stats of interest	TRUE	STRUCTURE, INTROGRESS, clines	microarray	TRUE
Fan, Qiang; Chen, Sufang; Li, Mingwan; Guo, Wei; Jing, Huijuan; Wu, Wei; Zhou, Renchao; Liao, Wenbo	Molecular evidence for natural hybridization between wild loquat (Eriobotrya japonica) and its relative E. prinoides	BMC PLANT BIOLOGY	Background: Interspecific hybridization has long been recognized as a pivotal process in plant evolution and speciation. It occurs fairly common in the genera of the subtribe Pyrinae. In Eriobotrya, a small tree genus of Pyrinae, E. prinoides var. daduheensis has been recognized as either a variety of E. prinoides, a natural hybrid between E. prinoides and E. japonica, or a variety of E. japonica. However, to date, there has been no convincing evidence on its status. Results: Four nuclear genes and two chloroplast regions were sequenced in 89 individuals of these three Eriobotrya taxa from two locations where they coexist. A few fixed nucleotide substitutions or gaps were found in each of the investigated nuclear and chloroplast loci between E. japonica and E. prinoides. Of the 35 individuals of E. prinoides var. daduheensis, 33 showed nucleotide additivity of E. japonica and E. prinoides in at least one nuclear gene, and 10 of them harboured nucleotide additivity at all the four nuclear genes. Most haplotypes of E. prinoides var. daduheensis were also shared with those of E. japonica and E. prinoides. In the two chloroplast regions, 28 and 7 individuals were identical with E. japonica and E. prinoides, respectively. Conclusions: Our study provides compelling evidence for a hybrid status for E. prinoides var. daduheensis. Most hybrid individuals are later-generation hybrids. Both E. japonica and E. prinoides can serve as female parent. Differential adaptation might maintain the species boundary of E. prinoides and E. japonica in the face of hybridization and potential introgression.	2014	10.1186/s12870-014-0275-6	Plants	Rosales	Eriobotrya	TRUE	TRUE	no stats of interest	TRUE	trees, sequence similarity	Sanger (6 genes)	TRUE
