Authors	Title	Journal	Abstract	Print Year	DOI		Taxon	Order	Genus (or number of)	Done?	Excluded from data gathering (Introgression line, other misc hit, no quantiative metrics, etc.)	reason for exclusion	Claim introgression happening?	Evidence?	Data type (amplicon, microsat, sanger, WGS, RAD, transcriptome, exome)	Spot-checked	
Elgvin, TO; Trier, CN; Torresen, OK; Hagen, IJ; Lien, S; Nederbragt, AJ; Ravinet, M; Jensen, H; Saetre, GP	The genomic mosaicism of hybrid speciation	SCIENCE ADVANCES	NA	2017	10.1126/sciadv.1602996		Birds	Passeriformes	Passer	TRUE	FALSE		TRUE	PCA, ADMIXTURE, fastSTRUCTURE, sequence similarity, Patterson's D, fD	WGS (35867119 loci)	TRUE	
Garg, KM; Sam, K; Chattopadhyay, B; Sadanandan, KR; Koane, B; Ericson, PGP; Rheindt, FE	Gene Flow in the Mullerian Mimicry Ring of a Poisonous Papuan Songbird Clade (Pitohui; Ayes)	GENOME BIOLOGY AND EVOLUTION	NA	2019	10.1093/gbe/evz168		Birds	Passeriformes	Pitohui	TRUE	FALSE		TRUE	D stats, gene trees, PCA	RAD (5795 loci)	TRUE	
Battey, CJ; Klicka, J	Cryptic speciation and gene flow in a migratory songbird Species Complex: Insights from the Red-Eyed Vireo (Vireo olivaceus)	MOLECULAR PHYLOGENETICS AND EVOLUTION	NA	2017	10.1016/j.ympev.2017.05.006		Birds	Passeriformes	Vireo	TRUE	TRUE	no raw ABBA/BABA stats	TRUE	D stats, gene trees, STRUCTURE	RAD (938 loci, 7799 loci)	TRUE	
Ottenburghs, Jente; Megens, Hendrik-Jan; Kraus, Robert H. S.; van Hooft, Pim; van Wieren, Sipke E.; Crooijmans, Richard P. M. A.; Ydenberg, Ronald C.; Groenen, Martien A. M.; Prins, Herbert H. T.	A history of hybrids? Genomic patterns of introgression in the True Geese	BMC EVOLUTIONARY BIOLOGY	Background: The impacts of hybridization on the process of speciation are manifold, leading to distinct patterns across the genome. Genetic differentiation accumulates in certain genomic regions, while divergence is hampered in other regions by homogenizing gene flow, resulting in a heterogeneous genomic landscape. A consequence of this heterogeneity is that genomes are mosaics of different gene histories that can be compared to unravel complex speciation and hybridization events. However, incomplete lineage sorting (often the outcome of rapid speciation) can result in similar patterns. New statistical techniques, such as the D-statistic and hybridization networks, can be applied to disentangle the contributions of hybridization and incomplete lineage sorting. We unravel patterns of hybridization and incomplete lineage sorting during and after the diversification of the True Geese (family Anatidae, tribe Anserini, genera Anser and Branta) using an exon-based hybridization network approach and taking advantage of discordant gene tree histories by re-sequencing all taxa of this clade. In addition, we determine the timing of introgression and reconstruct historical effective population sizes for all goose species to infer which demographic or biogeographic factors might explain the observed patterns of introgression. Results: We find indications for ancient interspecific gene flow during the diversification of the True Geese and were able to pinpoint several putative hybridization events. Specifically, in the genus Branta, both the ancestor of the White-cheeked Geese (Hawaiian Goose, Canada Goose, Cackling Goose and Barnacle Goose) and the ancestor of the Brent Goose hybridized with Red-breasted Goose. One hybridization network suggests a hybrid origin for the Red-breasted Goose, but this scenario seems unlikely and it not supported by the D-statistic analysis. The complex, highly reticulated evolutionary history of the genus Anser hampered the estimation of ancient hybridization events by means of hybridization networks. The reconstruction of historical effective population sizes shows that most species showed a steady increase during the Pliocene and Pleistocene. These large effective population sizes might have facilitated contact between diverging goose species, resulting in the establishment of hybrid zones and consequent gene flow. Conclusions: Our analyses suggest that the evolutionary history of the True Geese is influenced by introgressive hybridization. The approach that we have used, based on genome-wide phylogenetic incongruence and network analyses, will be a useful procedure to reconstruct the complex evolutionary histories of many naturally hybridizing species groups.	2017	10.1186/s12862-017-1048-2		Birds	Anseriformes	Anser	TRUE	FALSE		TRUE	D stats, sequence similarity, networks	exome (5887 genes)	TRUE	
Ravinet, M; Elgvin, TO; Trier, C; Aliabadian, M; Gavrilov, A; Saetre, GP	Signatures of human-commensalism in the house sparrow genome	PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES	NA	2018	10.1098/rspb.2018.1246		Birds	Passeriformes	Passer	TRUE	TRUE	no usable stats	TRUE	fD, ADMIXTURE, sequence similarity, demographic analysis	WGS (178286 loci)	TRUE	
Ng, NSR; Wilton, PR; Prawiradilaga, DM; Tay, YC; Indrawan, M; Garg, KM; Rheindt, FE	The effects of Pleistocene climate change on biotic differentiation in a montane songbird Glade from Wallacea	MOLECULAR PHYLOGENETICS AND EVOLUTION	NA	2017	10.1016/j.ympev.2017.05.007		Birds	Passeriformes	Rhipidura	TRUE	FALSE		TRUE	Patterson's D, PCA, trees	RAD (6650 loci)	TRUE	
Lawal, Raman Akinyanju; Martin, Simon H.; Vanmechelen, Koen; Vereijken, Addie; Silva, Pradeepa; Al-Atiyat, Raed Mahmoud; Aljumaah, Riyadh Salah; Mwacharo, Joram M.; Wu, Dong-Dong; Zhang, Ya-Ping; Hocking, Paul M.; Smith, Jacqueline; Wragg, David; Hanotte, Olivier	The wild species genome ancestry of domestic chickens	BMC BIOLOGY	Background Hybridisation and introgression play key roles in the evolutionary history of animal species. They are commonly observed within several orders in wild birds. The domestic chicken Gallus gallus domesticus is the most common livestock species. More than 65 billion chickens are raised annually to produce meat and 80 million metric tons of egg for global human consumption by the commercial sector. Unravelling the origin of its genetic diversity has major application for sustainable breeding improvement programmes. Results In this study, we report genome-wide analyses for signatures of introgression between indigenous domestic village chicken and the four wild Gallus species. We first assess the genome-wide phylogeny and divergence time across the genus Gallus. Genome-wide sequence divergence analysis supports a sister relationship between the Grey junglefowl G. sonneratii and Ceylon junglefowl G. lafayettii. Both species form a clade that is sister to the Red junglefowl G. gallus, with the Green junglefowl G. varius the most ancient lineage within the genus. We reveal extensive bidirectional introgression between the Grey junglefowl and the domestic chicken and to a much lesser extent with the Ceylon junglefowl. We identify a single case of Green junglefowl introgression. These introgressed regions include genes with biological functions related to development and immune system. Conclusions Our study shows that while the Red junglefowl is the main ancestral species, introgressive hybridisation episodes have impacted the genome and contributed to the diversity of the domestic chicken, although likely at different levels across its geographic range.	2020	10.1186/s12915-020-0738-1		Birds	Galliformes	Gallus	TRUE	FALSE		TRUE	Patterson's D, ADMIXTURE, twisst, demography, fD	WGS (91053192 loci)	TRUE	
Rheindt, FE; Fujita, MK; Wilton, PR; Edwards, SV	Introgression and Phenotypic Assimilation in Zimmerius Flycatchers (Tyrannidae): Population Genetic and Phylogenetic Inferences from Genome-Wide SNPs	SYSTEMATIC BIOLOGY	NA	2014	10.1093/sysbio/syt070		Birds	Passeriformes	Zimmerius	TRUE	FALSE		TRUE	D stats, PCA, STRUCTURE, trees	RAD (6736 loci)	TRUE	
Zarza, E; Faircloth, BC; Tsai, WLE; Bryson, RW; Klicka, J; Mccormack, JE	Hidden histories of gene flow in highland birds revealed with genomic markers	MOLECULAR ECOLOGY	NA	2016	10.1111/mec.13813		Birds	Passeriformes	Aphelocoma	TRUE	FALSE		TRUE	D stats, structure, gene trees	microarray (5060 loci)	TRUE	
Zhang, DZ; Song, G; Gao, B; Cheng, YL; Qu, YH; Wu, SY; Shao, SM; Wu, YJ; Alstrom, P; Lei, FM	Genomic differentiation and patterns of gene flow between two long-tailed tit species (Aegithalos)	MOLECULAR ECOLOGY	NA	2017	10.1111/mec.14383		Birds	Passeriformes	Aegithalos	TRUE	TRUE	only given in high/low fst regions	TRUE	Patterson's D, STRUCTURE, gene trees, sequence similarity	RAD (372187 loci)	TRUE	
Pulido-Santacruz, P; Aleixo, A; Weir, JT	Genomic data reveal a protracted window of introgression during the diversification of a neotropical woodcreeper radiation	EVOLUTION	NA	NA	10.1111/evo.13902		Birds	Passeriformes	Dendrocincla	TRUE	FALSE		TRUE	Patterson's D, fHom, trees	RAD	TRUE	
Lavretsky, P; DaCosta, JM; Sorenson, MD; McCracken, KG; Peters, JL	ddRAD-seq data reveal significant genome-wide population structure and divergent genomic regions that distinguish the mallard and close relatives in North America	MOLECULAR ECOLOGY	NA	2019	10.1111/mec.15091		Birds	Anseriformes	Anas	TRUE	TRUE	f3/f4 stats	TRUE	ADMIXTURE, TreeMix, f4, f3, sequence similarity	RAD (3194 loci)	TRUE	
Zhang, DZ; Tang, LF; Cheng, YL; Hao, Y; Xiong, Y; Song, G; Qu, YH; Rheindt, FE; Alstrom, P; Jia, CX; Lei, FM	Ghost Introgression As a Cause of Deep Mitochondrial Divergence in a Bird Species Complex	MOLECULAR BIOLOGY AND EVOLUTION	NA	2019	10.1093/molbev/msz170		Birds	Passeriformes	Phylloscopus	TRUE	FALSE		TRUE	Fst, TreeBeST, dadi, Patterson's D, dXY, RND, 	WGS (13257493 snps), mtDNA (13 genes)	TRUE	
Zhang, Chunyuan; Lin, Deng; Wang, Yuzhe; Peng, Dezhi; Li, Huifang; Fei, Jing; Chen, Kuanwei; Yang, Ning; Hu, Xiaoxiang; Zhao, Yiqiang; Li, Ning	Widespread introgression in Chinese indigenous chicken breeds from commercial broiler	EVOLUTIONARY APPLICATIONS	Chinese indigenous chickens (CICs) constitute world-renowned genetic resources due to their excellent traits, including early puberty, good meat quality and strong resistance to disease. Unfortunately, the introduction of a large number of commercial chickens in the past two decades has had an adverse effect on CICs. Using the chicken 60 K single nucleotide polymorphism chip, we assessed the genetic diversity and population structure of 1,187 chickens, representing eight Chinese indigenous chicken breeds, two hybrid chicken breeds, two ancestral chicken breeds, two commercial populations and additional red jungle fowl. By investigating haplotype similarity, we found extensive gene introgression from commercial broiler to almost all CICs. Approximately 15% of the genome, on average, of CICs was introgressed, ranging from 0.64% for Tibetan chicken to 21.52% for Huiyang Bearded chicken. Further analysis revealed signals consistent with positive selection in the introgression loci. For the first time, we systematically mapped and quantified introgression from commercial broiler to CICs at the whole genome level. Our data provided a usable resource for chicken genetic diversity, and our findings indicated a dire need for protecting the genetic resources of CICs.	2019	10.1111/eva.12742		Birds	Galliformes	Gallus	TRUE	TRUE	no stats	TRUE	PHYLIP, SMARTPCA, ADMIXTURE, Fst, haplotype similarity, randomness test, SLiM	WGS (46239 snps)	TRUE	
Kryukov, A. P.	Phylogeography and hybridization of corvid birds in the Palearctic Region	VAVILOVSKII ZHURNAL GENETIKI I SELEKTSII	Natural hybridization increases a lot phenotypic and genetic diversity and shapes intra-species patterns, which is a subject of phylogeography. We studied mitochondrial and complete genome variation in the bird family Corvidae, genera Corvus, Pica, Cyanopica, Perisoreus and Nucifraga. In the classic case of natural hybridization between carrion and hooded crows in Siberia, we found no decreased fitness of hybrids, but instead positive assortative mating which should restrict hybrid zone width. Several genetic markers were unable to discriminate between pure carrion and hooded crows. Mitochondrial DNA sequences revealed no difference between carrion and hooded crows, but instead two diverged haplogroups within the eastern part of the distribution range of the carrion crow. NGS resulted in a clear pattern of diversification of pure forms and hybrids (by using SNPs), and showed genomic regions of increased variability, the so-called "speciation islands". Comparing European and Siberian crow hybrid zones, differences in genome regions bearing genes of melanogenesis supposedly under divergent selection were found. Comparative phylogeographic analysis of 10 widely distributed Palearctic species revealed two kinds of patterns: one with a division into two haplogroups, western and eastern, and another one without such a division. These two phylogeographic patterns might be explained by different habitat preferences: mainly open fields for the first group and forests for the second one. One glacial refuge was assigned to the latter group, while west-east group species might have survived in several refuges. One of such species, the Eurasian magpie (Pica pica) has a gap in its range in Transbaikalia, which is currently shrinking before our eyes.The two subspecies divided by this gap differ in phenotype, mtDNA and vocalization. In their young contact zone, some hybridization occurs with small introgression limited by certain post-zygotic isolation.	2019	10.18699/VJ19.487		Birds	Passeriformes	Corvus, Pica, Cyanopica, Perisoreus, Nucifraga	TRUE	FALSE	review paper	FALSE			TRUE	
Barrera-Guzman, Alfredo O.; Aleixo, Alexandre; Shawkey, Matthew D.; Weir, Jason T.	Hybrid speciation leads to novel male secondary sexual ornamentation of an Amazonian bird	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA	Hybrid speciation is rare in vertebrates, and reproductive isolation arising from hybridization is infrequently demonstrated. Here, we present evidence supporting a hybrid-speciation event involving the genetic admixture of the snow-capped (Lepidothrix nattereri) and opal-crowned (Lepidothrix iris) manakins of the Amazon basin, leading to the formation of the hybrid species, the golden-crowned manakin (Lepidothrix vilasboasi). We used a genome-wide SNP dataset together with analysis of admixture, population structure, and coalescent modeling to demonstrate that the golden-crowned manakin is genetically an admixture of these species and does not represent a hybrid zone but instead formed through ancient genetic admixture. We used spectrophotometry to quantify the coloration of the species-specific male crown patches. Crown patches are highly reflective white (snow-capped manakin) or iridescent whitish-blue to pink (opal-crowned manakin) in parental species but are a much less reflective yellow in the hybrid species. The brilliant coloration of the parental species results from nanostructural organization of the keratin matrix feather barbs of the crown. However, using electron microscopy, we demonstrate that the structural organization of this matrix is different in the two parental species and that the hybrid species is intermediate. The intermediate nature of the crown barbs, resulting from past admixture appears to have rendered a duller structural coloration. To compensate for reduced brightness, selection apparently resulted in extensive thickening of the carotenoid-laden barb cortex, producing the yellow crown coloration. The evolution of this unique crown-color signal likely culminated in premating isolation of the hybrid species from both parental species	2018	10.1073/pnas.1717319115		Birds	Passeriformes	Lepidothrix	TRUE	TRUE	no stats	TRUE	PCoA, STRUCTURE, fineRADstructure, SplitsTree, Fst, FASTSIMCOAL2	GBS (dataset 1: 16281 snps/dataset 2: 7394 snps/dataset 3: 10298snps), mtDNA (1 gene)	TRUE	
Billerman, Shawn M.; Cicero, Carla; Bowie, Rauri C. K.; Carling, Matthew D.	Phenotypic and genetic introgression across a moving woodpecker hybrid zone	MOLECULAR ECOLOGY	In hybrid zones in which two divergent taxa come into secondary contact and interbreed, selection can maintain phenotypic diversity despite widespread genetic introgression. Red-br easted (Sphyrapicus ruber) and red-naped (S. nuchalis) sapsuckers meet and hybridi ze along a narrow contact zone that stretches from northern California to southern British Columbia. We found strong evidence for changes in the structure of thi s hybrid zone across time, with significant temporal shifts in allele frequencies and in the proportions of parental phenotypes across the landscape. In addition to these shifts, we found that differences in plumage predict genetic differences (R-2 = 0.80), suggesting that plumage is a useful proxy for assessing ancestry. We also found a significant bimodal distribution of hybrids across the contact zone, suggesting that premating barriers may be driving reproductive isolation, perhaps as a result of assortative mating based on plumage differences. However, despite evidence of selecti on and strong patterns of population structure between parental samples, we found only weak patterns of genetic divergence. Using museum specimens and genomic data, this study of sapsuckers provides insight into the ways in which phenotypic and genetic structure have changed over a 40-year period, as well as insight into the mechanisms that may contribute to the maintenance of the hybrid zone over time.	2019	10.1111/mec.15043		Birds	Piciformes	Sphyrapicus	TRUE	TRUE	no stats	TRUE	Fst, dXY,  STRUCTURE, PCA, morphological data	GBS (13832 snps)	TRUE	
